 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
 | Params: []
[2025-12-05 04:42:29] SQLSTATE[HY000]: General error: 1 no such table: building_queue | SQL: 
    SELECT DISTINCT status 
    FROM building_queue 
    WHERE status IS NOT NULL 
      AND status NOT IN ('active', 'pending', 'completed', 'canceled')
